merchant_raw,category_id,amount_cents
PARAGON CELPIP CAEL     778-327-6854,shopping,30450
"PARKING DTM - KELOWNA,  KELOWNA",transport,150
PARKING PPL             TORONTO,transport,700
PASSION TEAROOM 001     BURNABY,dining,1670
PAY*RELIANCE RETAIL LT MUMBAI 2893.13 INR @ .016801,shopping,4861
PAYBYPHONE DIAMOND PAR  VANCOUVER,transport,795
PAYMENT RECEIVED - THANK YOU,__exclude,-298614
PAYMENT THANK YOU/PAIEMEN T MERCI,__exclude,105742
PAYMENTUS-SERVICE-FE    800-420-1663,shopping,97
PAYPAL *FIRSTRUNTHE     6046847546,shopping,1950
PAYPAL *FIRSTRUNTHE     6047168041,shopping,1950
PAYPAL *INTEGRAPARK     5146534040,transport,1400
PAYPAL *JOBLEADSUSI WWW 16098639558,subscriptions,299
PAYPAL *LIGHTRICKSU HNL 4029357733,subscriptions,1601
PAYPAL *NEEMARETAIL     4029357733,shopping,1402
PAYPAL *STARBUCKSCO     8002352883,dining,1000
PAYPAL *STARBUCKSSF     8007827282,dining,1418
PAYPAL *UBER            8665761039,transport,1098
PAYPAL *UBER            8665791039,transport,7216
PayU*www.bookmyshow.com Mumbai,shopping,1364
"PERSIA FOODS BURNABY, BC",groceries,1977
PETRO CANADA77918       TSAWWASSEN,transport,6561
PETRO-CANADA 12996      MONTREAL,transport,2615
PETRO-CANADA 13137      QUEBEC,transport,5000
PETRO-CANADA 91452      SURREY,transport,5000
PETRO-CANADA 92523      VANCOUVER,transport,2500
PETRO-CANADA 92583      VANCOUVER,transport,1500
"PHO WILLOUGHBY LANGLEY, BC",dining,2233
PIZZA GARDEN 001        BURNABY,dining,2070
PIZZA PIZZA # 564 VANCO VANCOUVER,dining,1500
Point of Sale - Interac MDSE RETURN 332314068728 MARSHALLS 728,shopping,7839
Point of Sale - Interac MDSE RETURN 334211897665 MARSHALLS 728,shopping,2014
Point of Sale - Interac MDSE RETURN 505822406532 COSTCO WHOLESAL,groceries,1567
Point of Sale - Interac MDSE RETURN 600220487223 COSTCO WHOLESAL,groceries,3464
Point of Sale - Interac RETAIL PURCHASE 000001001335 WALMART STORE #,groceries,2210
Point of Sale - Interac RETAIL PURCHASE 000001001617 COSTCO WHOLESAL,groceries,613
Point of Sale - Interac RETAIL PURCHASE 001001001650 REAL CDN SUPERS,groceries,3874
Point of Sale - Interac RETAIL PURCHASE 137601951295 SQ *LOCAL PIZZA,dining,335
Point of Sale - Interac RETAIL PURCHASE 137675931546 SQ *TINA CAKE D,dining,1573
Point of Sale - Interac RETAIL PURCHASE 332019918317 MARSHALLS 728,shopping,34334
Point of Sale - Interac RETAIL PURCHASE 332812336013 BLUENOTES #9535,shopping,6717
Point of Sale - Interac RETAIL PURCHASE 334716246782 CINNZEO,dining,702
Point of Sale - Interac RETAIL PURCHASE 415914220305 UVIC TUITION FE,shopping,28204
Point of Sale - Interac RETAIL PURCHASE 504118228559 COSTCO WHOLESAL,groceries,26883
Point of Sale - Interac RETAIL PURCHASE 513623473245 COSTCO WHOLESAL,groceries,12559
Point of Sale - Interac RETAIL PURCHASE 523123108665 COSTCO WHOLESAL,groceries,865
Point of Sale - Interac RETAIL PURCHASE 523123127911 COSTCO WHOLESAL,groceries,366
Point of Sale - Interac RETAIL PURCHASE 528600678960 MEATEX FARMS LT,groceries,698
Point of Sale - Interac RETAIL PURCHASE 529100651087 MEATEX FARMS LT,groceries,2478
Point of Sale - Interac RETAIL PURCHASE 531314233448 COSTCO GAS W109,transport,5516
Point of Sale - Interac RETAIL PURCHASE 532719355139 COSTCO WHOLESAL,groceries,581
Point of Sale - Interac RETAIL PURCHASE 535612414978 DROGHERIA FINE,groceries,748
Point of Sale - Interac RETAIL PURCHASE 536014463597 DROGHERIA FINE,groceries,748
Point of Sale - Interac RETAIL PURCHASE 536015308043 DROGHERIA FINE,groceries,748
Point of Sale - Interac RETAIL PURCHASE 600220155363 COSTCO WHOLESAL,groceries,32408
Point of Sale - Interac RETAIL PURCHASE 602418134175 COSTCO WHOLESAL,groceries,23836
Point of Sale - Interac RETAIL PURCHASE 602418220403 COSTCO WHOLESAL,groceries,6092
Point of Sale - Interac RETAIL PURCHASE 602418453592 COSTCO WHOLESAL,groceries,366
Point of Sale - Interac RETAIL PURCHASE 604816186075 ACCU-SEARCH REG,transport,3500
Point of Sale - Interac RETAIL PURCHASE 604816186152 ACCU-SEARCH REG,transport,3500
Point of Sale - Interac RETAIL PURCHASE 605817391857 COSTCO WHOLESAL,groceries,158
Point of Sale - Interac RETAIL PURCHASE 605818222592 COSTCO WHOLESAL,groceries,13202
Point of Sale - Interac RETAIL PURCHASE 609214490609 ACCU-SEARCH REG,transport,1700
Point of Sale - Interac RETAIL PURCHASE 609215470498 ACCU-SEARCH REG,transport,7000
Point of Sale - Interac RETAIL PURCHASE C01159425163 USAT_TD802335,dining,475
Point of Sale - Interac RETAIL PURCHASE C06959431434 USAT_TD802335,dining,350
Point of Sale - Interac RETAIL PURCHASE C38750197521 USAT_TD802335,dining,200
Point of Sale - Interac RETAIL PURCHASE C38750258061 USAT_TD802335,dining,275
Point of Sale - Interac RETAIL PURCHASE C57524898594 USAT_TD802335,dining,275
Point of Sale - Interac RETAIL PURCHASE C57613069394 USAT_TD802335,dining,275
Point of Sale - Interac RETAIL PURCHASE C84009452072 USAT_TD802335,dining,200
Point of Sale - Interac RETAIL PURCHASE C84009583362 USAT_TD802335,dining,250
Point of Sale - Interac RETAIL PURCHASE C97061021232 USAT_TD802335,dining,275
Point of Sale - Interac RETAIL PURCHASE C97095796683 USAT_TD802335,dining,275
Point of Sale - Interac RETAIL PURCHASE C98208355251 USAT_TD802335,dining,350
Point of Sale - Visa Debit CORRECTION DOMINO'S PIZZA 520471038029,dining,3148
Point of Sale - Visa Debit CORRECTION DOMINO'S PIZZA 520496067410,dining,3568
Point of Sale - Visa Debit CORRECTION Flights on Book 409706600344 2121.00 CAD @ 1.000000,travel,212100
Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Flights on Book 409706600344 2121.00 CAD @ 1.000000,travel,212100
Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV UBER CANADA/UBE 327823203925,transport,1066
Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL UBER CANADA/UBE 327823203925,transport,1110
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOMINO'S PIZZA 520471038029,dining,3148
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOMINO'S PIZZA 520471038515,dining,3148
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOMINO'S PIZZA 520496067410,dining,3568
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOMINO'S PIZZA 522299185959,dining,2544
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOMINO'S PIZZA 523176762036,dining,1698
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOMINO'S PIZZA 533695733441,dining,5006
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOMINO'S PIZZA 534397138047,dining,1490
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOMINO'S PIZZA 535198822124,dining,1611
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOMINO'S PIZZA 600577263098,dining,3143
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PLAYNOW.COM 877 421517351733,shopping,6000
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE REMITLY* J29F2 422305004344,gifts,5199
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE REMITLY* PF67B 523806301841,gifts,6545
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 327823203925,transport,1110
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA/UBE 327900182429,transport,44
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UVIC ONE CARD O 324418119321,dining,800
Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UVIC ONE CARD O 324517140680,dining,1500
POPEYE'S NORTH VANCOUVE NORTH VANCOUV,dining,7555
POPEYE'S SUPPLEMENTS VI VICTORIA,health,8031
PORT MOODY              Port Moody,transport,1357
"POTATO CORNER AND CHAT EDMONTON, AB",dining,670
"PRAIRIELEARN, INC.      CHAMPAIGN",subscriptions,2205
PURDYS CHOCOLATIER      VICTORIA,shopping,1575
PURDYS CHOCOLATIER - MA Victoria,shopping,2048
PYN*KEYCHRON PYN        HONG KONG,shopping,11651
QUAILS GATE WINERY      WEST KELOWNA,shopping,14010
QUESADA BURRITOS & TACO EDMONTON,dining,1552
QUESADA BURRITOS AND TA NORTH VANCOUVER,dining,1707
QUESADA BURRITOS AND TA VANCOUVER,dining,1311
R PARKING  VIC          VICTORIA,transport,1000
"RABBIT HILL SKI RESORT EDMONTON, AB",travel,18690
"Rabbit Hill Ski Resort F EDMONTON, AB",travel,1194
Razorpay*Swiggy         Bangalore,dining,1150
"REAL CDN SUPERSTORE #1 BURNABY, BC",groceries,2939
"REAL CDN SUPERSTORE #1 VANCOUVER, BC",groceries,1131
"REAL CDN. SUPERSTORE # N.VANCOUVER, BC",groceries,9363
RED ARROW/EBUS/DIVERSI  CALGARY,transport,5694
RESTAURANT              North Vancouver,dining,1574
RESTAURANT PARFUM DE L' QUEBEC,dining,2896
REVENUE SERVICES BC VIC VICTORIA,housing,22500
RICARDO'S 001           WHITE ROCK,dining,2150
"RIO THEATRE VANCOUVER, BC",shopping,4600
"ROGERS ******9395 888-764-3771, ON",utilities,664
ROLLZZY BISTRO          VANCOUVER,dining,335
ROXY THEATRE ROXY THEAT VICTORIA,shopping,450
ROYAL AB MUSEUM EDMONTO EDMONTON,shopping,4200
"ROYAL BC MUSEUM VICTORIA, BC",shopping,4800
S416 KATHIPARA URBAN SQ CHENNAI,dining,2060
SafeKey - JUSTFLY CORP,travel,-28011
SAFEWAY #4931 VANCOUVER VANCOUVER,groceries,3622
SAFEWAY #4980 COQUITLAM COQUITLAM,groceries,450
SAHOTA'S LIVE GRILL 001 ABBOTSFORD,dining,14965
"SALARMY HILLSIDE THRIFT S VICTORIA, BC",shopping,1170
SAMBAR KITCHEN 001      SURREY,dining,7673
SAMSUNG CANADA ELECTRON MISSISSAUGA,shopping,47038
SAVE ON FOODS #2221     BURNABY,groceries,1616
SAVE ON FOODS #6613     EDMONTON,groceries,1364
SAVE ON FOODS #907      BURNABY,groceries,718
SAVE ON FOODS #961      VANCOUVER,groceries,310
"SAVE ON FOODS #996 BURNABY, BC",groceries,969
SEASIDE DONAIR KEBAB 00 NORTH VANCOUV,dining,1689
SECOND CUP CAFE 4132834 EDMONTON,dining,656
SEPHORA SOUTHGATE       EDMONTON,shopping,9975
"SH VENDING8003620026 RICHMOND HILL, ON",dining,385
SHAKA GESTION DE PROJET Quebec,shopping,1322
SHAKE IT BUBBLE TEA SHA VICTORIA,dining,872
SHOOTING STAR AMUSEMENT Okanagan Falls,shopping,2000
SHOPPERS DRUG MART #022 VICTORIA,health,5218
SHOPPERS DRUG MART #211 LANGLEY,health,2596
SHOPPERS DRUG MART #22  BURNABY,health,2814
SHOPPERS DRUG MART #22  VANCOUVER,health,5586
SHOPPERS DRUG MART #225 BURNABY,health,2351
"SHOPPERS DRUG MART #23 EDMONTON, AB",health,6538
SHOPPERS DRUG MART #237 EDMONTON,health,1517
SHOPPERS DRUG MART 214  BURNABY,health,1421
"SHOPPERS DRUG MART 243 EDMONTON, AB",health,499
SHUDH VAISHNU DHABA 001 SURREY,dining,3693
SIMPLEFIN BRIDGE        CHESTNUT MOUNTA,subscriptions,218
SINGULAR EVENTS CANADA  VANCOUVER,shopping,6438
"SP DOSSIER CANADA TRYDOSSIER.CA, NJ",shopping,14028
SP URBAN PLANET         CANADA,shopping,4457
SPECSAVERS METROTOWN,health,-2180
SPECSAVERS METROTOWN SP BURNABY,health,10900
SPOTIFY                 STOCKHOLM,subscriptions,716
Spotify P284AEFBEE Stockholm,subscriptions,671
"SQ *CLIO MAISON DU CHOCOL Edmonton, AB",dining,250
"SQ *KEVY Quebec, QC",dining,300
"SQ *LOCAL PIZZA - HILLSID Victoria, BC",dining,1005
"SQ *UVIC ECSS VICTORIA, BC",shopping,125
STAPLES #437            EDMONTON,shopping,20
STAPLES 428             VANCOUVER,shopping,36
STAPLES BUSINESS DEPOT  BURNABY,shopping,36
STAPLES STORE #68       COQUITLAM,shopping,21
STAPLES STORE #84       BURNABY,shopping,179
STARBUCKS 00157         VANCOUVER,dining,56
STARBUCKS 15557         EDMONTON,dining,604
STARBUCKS 800-782-72    800-782-7282,dining,2000
"STARBUCKS 800-782-7282 800-782-7282, ON",dining,1000
Starbucks T2 Main ORD   Chicago,dining,2978
"STATIONNEMENT CENTRE-VILL MONTREAL, QC",transport,2000
"STEAMGAMES.COM 4259522985 912-1844160, WA 506.00 INR @ .017015",shopping,861
SUBWAY 13479            EDMONTON,dining,2402
"Subway 54321 Victoria, BC",dining,587
SUBWAY 74257 74257      HOUSTON,dining,1216
SUDDEN SALLY            BANFF,dining,1727
SUN SPORT RECREATION LT Sylvan Lake,shopping,3150
"T&T SUPERMARKET #001 BURNABY, BC",groceries,1441
"T&T SUPERMARKET #010 EDMONTON, AB",groceries,1723
"T&T SUPERMARKET #025 VANCOUVER, BC",groceries,878
"T&T SUPERMARKET #029 VANCOUVER, BC",groceries,534
"T1-TRANS-AIRSIDE MISSISSAUGA, ON",transport,366
TACO TIME  (FRANCHISES) VICTORIA,dining,1154
TACO TIME - 2138 410209 EDMONTON,dining,1049
TANDOORI FLAME 41215431 SURREY,dining,15028
TAQUERIA JALISCO 001    VANCOUVER,dining,5972
TARGET        012005 09 FLORENCE,shopping,1231
"TARGET 00012005 FLORENCE, KY 10.75 USD @ 1.371162",shopping,1474
TEMU.COM                VICTORIA,shopping,-1642
"THE GRILL HFB VICTORIA, BC",dining,1050
THE HOME DEPOT #7045 70 COQUITLAM,shopping,3293
THE HOME DEPOT #7046 70 SURREY,shopping,3690
THE HOME DEPOT #7047    BURNABY,shopping,3356
THE HOME DEPOT #7055    VICTORIA,shopping,1230
THE HOME DEPOT #7227    EDMONTON,shopping,4723
THE LGND NEW            CHENNAI,shopping,1203
THE LGND NEW SARAVANA   CHENNAI,shopping,2320
THE MADRAS DIARIES 001  VANCOUVER,dining,7273
THE MOTH CAFE           EDMONTON,dining,3952
THRIFTY FOODS #9469 VIC VICTORIA,groceries,1307
TIFFIN INDIAS FRESH KIT EDMONTON,dining,1995
TIM HORTONS #0261       VICTORIA,dining,314
TIM HORTONS #0728       EDMONTON,dining,570
TIM HORTONS #1781       RED DEER,dining,1150
TIM HORTONS #2057       VICTORIA,dining,537
TIM HORTONS #20704      VANCOUVER,dining,450
TIM HORTONS #2561       EDMONTON,dining,272
TIM HORTONS #2619       VICTORIA,dining,681
"TIM HORTONS #2619 250-459-5833, BC",dining,377
"TIM HORTONS #2619 VICTORIA, BC",dining,712
TIM HORTONS #2646       MERRITT,dining,-419
TIM HORTONS #2665       EDMONTON,dining,1063
TIM HORTONS #2852       KELOWNA,dining,2496
TIM HORTONS #2921       VICTORIA,dining,1444
TIM HORTONS #3005# QT   DORVAL,dining,263
TIM HORTONS #3255       NORTH VANCOUV,dining,167
TIM HORTONS #3356       BURNABY,dining,621
TIM HORTONS #4818       EDMONTON,dining,11
TIM HORTONS #5762       COQUITLAM,dining,299
TIM HORTONS #6176       W-VANCOUVER,dining,524
TIM HORTONS #6270       SURREY,dining,103
"TIM HORTONS #8175 SURREY, BC",dining,589
TIM HORTONS #8396       RICHMOND,dining,469
TIM HORTONS #915692     MONROE,dining,936
TISTO CAKES 00-08042765 EDMONTON,dining,630
TORONTO DUTY FREE CATV  MISSISSAUGA,travel,950
TOTEM SOUVENIRS 4128479 BANFF,gifts,1049
TRAVIX TRAVIX           AMSTERDAM,travel,24470
TREES ORGANIC COFFEE 00 VANCOUVER,dining,1497
TRIPLE OS YVR 001       RICHMOND,dining,4175
TRIVAGODEALSCA          TORONTO,travel,10200
TST-BAHUBALI INDIAN CU  EDMONTON,dining,5315
TST-BASANT SWEETS - LA  LANGLEY,dining,964
TST-CAFE MALABAR        VICTORIA,dining,17695
TST-DIN TAI FUNG - VAN  VANCOUVER,dining,8611
TST-HEAVENLY DESSERTS   VICTORIA,dining,2993
TST-IL TERRAZZO         VICTORIA,dining,30560
TST-JULIO'S BARRIO      EDMONTON,dining,9478
TST-MADURAI KITCHEN     CALGARY,dining,9000
"TST-Passion8 Dessert C Coquitlam, BC",dining,1757
TST-SUNTEA - COQUITLAM  COQUITLAM,dining,1732
TST-TACOFINO - VICTORI  VICTORIA,dining,1795
TWO CITIES PIZZA CO - M MASON,dining,9271
U-HAUL MARMONT MARKET   COQUITLAM,transport,7163
"UBER CANADA/UBEREATS TORONTO, ON",dining,4289
UBER EATS               HTTPS://HELP.UB,dining,2386
UBER EATS               TORONTO,dining,3194
UBER HOLDINGS CANADA IN TORONTO,transport,896
UBER TRIP               HTTPS://HELP.UB,transport,8039
UBER TRIP               TORONTO,transport,3806
"UBER* EATS UBER.COM/CA/E, ON",dining,2824
ULTRAMAR #24480 ULTRAMA LAURIER-STATI,transport,5175
UNIQLO CANADA           TORONTO,shopping,5240
UNIQLO CANADA SEC       EDMONTON,shopping,-5240
UNITED AIRLINES         HOUSTON,travel,4800
"UPSTAIRS ENTERTAINMENT VICTORIA, BC",dining,775
URBAN BEHAVIOR #1572    BURNABY,shopping,3417
URBAN GROCER VICTORIA   VICTORIA,groceries,1310
Use Points for Purchases,__exclude,-16800
USTAAD G INDIAN CUISINE SURREY,dining,7440
"UVIC ATHLETICS VICTORIA, BC",health,500
UVIC BOOKSTORE          VICTORIA,shopping,1045
UVIC BOOKSTORE ECOMM    VICTORIA,shopping,6000
"UVIC BOOKSTORE VICTORIA, BC",shopping,520
UVIC ECSS               VICTORIA,shopping,200
"UVIC FOOD BIBLIO VICTORIA, BC",dining,440
UVIC FOOD MYSTIC        VICTORIA,dining,1570
"UVIC FOOD NIBBLES VICTORIA, BC",dining,467
UVIC FOOD SERVERY       VICTORIA,dining,1574
"UVIC FOOD SERVERY VICTORIA, BC",dining,1782
UVIC ONE CARD OFFICE EA VICTORIA,shopping,1500
"UVIC ONE CARD OFFICE ECOM VICTORIA, BC",shopping,1000
UVIC REGISTRAR          VICTORIA,shopping,1000
VAST.AI* 131Z3LS        LOS ANGELES,subscriptions,1405
VAST.AI* 3LEVVOS        LOS ANGELES,subscriptions,702
VAST.AI* CFMHTSC        LOS ANGELES,subscriptions,703
VAST.AI* D25NR3I        LOS ANGELES,subscriptions,1124
VAST.AI* K2KF2DW        LOS ANGELES,subscriptions,702
VAST.AI* OSLH3LT        LOS ANGELES,subscriptions,702
"VICTORIA FILM FESTIVAL VICTORIA, BC",shopping,672
VILLAGE PARKING 4114550 WHISTLER,transport,100
"VILLE DE QUEBEC STATIO QUEBEC, QC",transport,350
VIRGIN PLUS             VERDUN,utilities,-5040
"VIRGIN PLUS VERDUN, QC",utilities,4368
WAL-MART 1182 1182      EDMONTON,groceries,7220
WAL-MART 3008 3008      BURNABY,groceries,5641
WAL-MART 3042 3042      KELOWNA,groceries,2555
WAL-MART 3057 3057      NORTH VANCOUVER,groceries,2238
WAL-MART 3109 3109      VICTORIA,groceries,2292
"WAL-MART SUPERCENTER#1214 VICTORIA, BC",groceries,1260
WAL-MART SUPERCENTRE#11 EDMONTON,groceries,943
WAL-MART SUPERCENTRE#12 VICTORIA,groceries,-3358
WALMART 1093 1093       WESTBANK,groceries,4528
WALMART 1104 1104       VANCOUVER,groceries,1653
WALMART 1214            VICTORIA,groceries,11011
WALMART 1214 1214       VICTORIA,groceries,1744
WALMART SUPERCENTER 121 BURNABY,groceries,10574
WALMART.CA              WALMART_CA,shopping,5083
WANDERU                 BOSTON,travel,3345
"WAVES COFFEE CITY POINT SURREY, BC",dining,1397
WESTJET AIRLINES 410000 CAMBRIDGE BAY,travel,5250
WESTMOUNT (RELO)        EDMONTON,housing,2801
WHOLE FOODS MARKET      BURNABY,groceries,399
WINNERS 346             EDMONTON,shopping,3749
WINNERS 527             N-VANCOUVER,shopping,-7839
"WINNERS 527 N-VANCOUVER, BC",shopping,11361
WINNERSHOMESENSE 372    BURNABY,shopping,7839
WORKING ADVANTAGE       AVENTURA,shopping,21390
WORLD DUTY FREE WORLD D RICHMOND,travel,4000
WWW.CANADIANTIRE.CA     OAKVILLE,shopping,14638
WWW.FLIGHTHUB.COM       800-900-1431,travel,155
WWW.GOINDIGO.IN WWW.GOI INDIA,travel,1115
"XINGFUTANG DOWNTOWN VANCO VANCOUVER, BC",dining,786
YEG TIM HORTONS 72813   EDMONTON,dining,1141
YES CYCLE               Vancouver,shopping,4830
YORKCINEMAS.CA          MARKHAM,shopping,5100
YVR PARKING             RICHMOND,travel,1400
YYC STACK+PRESS PRE 727 CALGARY,dining,2434
ZUBU METROTOWN          BURNABY,dining,4628
